	MA2-THAI3 HOK-IM TOAN7
22	Ia5-sou in3 i, koh eng7 phi3-ju7 ka7 in kong2,  2 Thian-kok pi2-pheng7 jin5-kun, ka7 i e5 kiaN2 pi7-pan7 hun-in e5 ian5-siah8.  3 Chhe i e5 lou5-pok8 tiau3 sou2 chhiaN2 e5 lai5 hu3 ian5-siah8; na7-si7 in m7 lai5.  4 Koh chhe pat8 e5 lou5-pok8 kong2, Khi3 ka7 sou2 chhiaN2 e5 kong2, Goa2 e5 toh i2-keng pi7-pan7 pian7, goa2 e5 gu5 kap pui5 e5 cheng-siN i2-keng thai5, pah-hang7 mih8 long2 pian7, tioh8 lai5 hu3 ian5-siah8.  5 In bo5 iau3-kin2, choe3 in khi3; chit8 e5 khi3 i e5 chhan5-hng5, chit8 e5 khi3 i e5 seng-li2 tiuN5;  6 ki5-u5 e5 liah8 i e5 lou5-pok8, leng5-jiok8 in, thai5 in.  7 Jin5-kun siu7-khi3, chhe i e5 kun-peng chau5-biat8 hiah e5 hiong-hoan7, soa3 sio in e5 siaN5.  8 Chiu7 ka7 i e5 lou5-pok8 kong2, Hun-in e5 ian5-siah8 i2-keng pian7, na7-si7 sou2 chhiaN2 e5 boe7 kham-tit.  9 Sou2-i2 lin2 khi3 toa7 lou7-thau5, kiN3-na7 sou2 tu2-tioh8 e5 long2 chhiaN2 i lai5 hu3 ian5-siah8.  10 Hiah e5 lou5-pok8 chhut-khi3 lou7-nih8, chu7-chip8 hoan7 sou2 tu2-tioh8 e5, bo5 lun7 ho2 phaiN2; hun-in e5 kheh-thiaN lang5-kheh chiu7 moa2.  11 Jin5-kun jip8-khi3 khoaN3 lang5-kheh, khoaN3-kiN3 ti7 hia chit8 lang5 bo5 chheng7 le2-hok8;  12 ka7 i kong2, Peng5-iu2 ah, li2 bo5 chheng7 hun-in e5 le2-hok8, chaiN2-iuN7 jip8-lai5 chia?  I chiu7 cheng7-cheng7.  13 Hit si5 jin5-kun ka7 chiah e5 chhe-eng7 kong2, Pak8 i e5 kha-chhiu2, chiong i hiat ti7 goa7-bin7 ou-am3 e5 sou2-chai7; ti7 hia beh u7 thi5-khau3 ka7-ge5 chhiat-chhi2.  14 In-ui7 siu7 tiau3 e5 choe7, siu7 keng2 e5 chio2.
	15 Hit si5 Hoat-li7-sai3 lang5 khi3 chham-siong5, khoaN3 thang chaiN2-iuN7 chiu7 I e5 oe7 lai5 tauh I.  16 Chiu7 chhe in e5 hak8-seng kap Hi-lut8 tong2 chiu7-kun7 I kong2, Sian-siN ah, goan2 chai li2 si7 chin-sit8, koh eng7 chin-sit8 chiong Siong7-te3 e5 lou7 ka3-si7 lang5; li2 ia7 bo5 liah8 sim2-mih8 lang5 choe3 iau3-kin2, in-ui7 li2 bo5 khoaN3 lang5 e5 goa7-mau7.  17 Lap8 se3 hou7 Kai-sat hap8-gi5 a2 bo5?  Li2 phah-sng3 chaiN2-iuN7? chhiaN2 ka7 goan2 kong2.  18 Ia5-sou chai in e5 phaiN2, chiu7 kong2, Ke2-ho2 e5 lang5 ah, siaN2-su7 chhi3 goa2.  19 Eng7 lap8 se3 e5 gun5-a2 hou7 goa2 khoaN3.  In chiu7 theh8 chit8 e5 gun5-a2 hou7 I.  20 Ia5-sou ka7 in kong2, Chit e5 siong7 kap ho7 si7 chi7-chui7?  21 Ka7 I kong2, Kai-sat.  I chiu7 ka7 in kong2, An2-ni, lin2 tioh8 chiong Kai-sat e5 mih8 lap8 hou7 Kai-sat, chiong Siong7-te3 e5 mih8 lap8 hou7 Siong7-te3.  22 In thiaN-kiN3 chiu7 ki5-koai3, li7-khui I khi3.
	23 Hit jit8 u7 Sat-thou2-kai lang5, chiu7-si7 kong2 lang5 bo5 koh-oah8 e5, chiu7-kun7 I, mng7 kong2,  24 Sian-siN ah, Mou5-se kong2, Lang5 si2 ia7 bo5 kiaN2, i e5 sio2-ti7 tioh8 chhoa7 i e5 bou2; siN kiaN2 lai5 soa3-chiap i e5 hiaN.  25 TaN goan2 tiong-kan u7 hiaN-ti7 chhit lang5; toa7-e5 chhoa7, chiu7 si2-khi3, bo5 kiaN2; lau5 i e5 bou2 hou7 sio2-ti7.  26 Te7 ji7 e5, te7 saN e5, kau3 te7 chhit e5 ia7 long2 si7 an2-ni.  27 Kau3 be2, hit e5 hu7-jin5-lang5 ia7 si2.  28 An2-ni ti7 koh-oah8 e5 si5, chhit lang5 tiong hu7-jin5-lang5 beh choe3 chi7-chui7 e5 bou2?  in-ui7 long2 u7 chhoa7 i.  29 Ia5-sou in3 i kong2, Lin2 chho3 lah, in-ui7 lin2 m7 bat seng3-keng kap Siong7-te3 e5 koan5-leng5.  30 In-ui7 koh-oah8 e5 si5, bo5 ke3 bo5 chhoa7; si7 chhin-chhiuN7 thiN-sai3 ti7 thiN-nih8.  31 Lun7-kau3 si2-lang5 koh-oah8, kiam2 be7 thak8-tioh8 Siong7-te3 sou2 ka7 lin2 kong2 e5 kong2,  32 Goa2 chiu7-si7 A-pek-lah8-han2 e5 Siong7-te3, I2-sat e5 Siong7-te3, Nga2-kok e5 Siong7-te3?  I m7 si7 si2-lang5 e5 Siong7-te3, si7 oah8-lang5 e5 Siong7-te3.  33 Cheng3 lang5 thiaN-kiN3, ki5-koai3 I e5 ka3-si7.
	34 Hoat-li7-sai3 lang5 thiaN-kiN3 I i2-keng that-bat8 Sat-thou2-kai lang5 e5 chhui3, chiu7 saN-kap chu7-chip8.  35 Ki5-tiong chit8 lang5 choe3 kau3-hoat-su e5 chhi3 I, mng7 kong2,  36 Sian-siN ah, lut8-hoat tiong, sim2-mih8 kai3 choe3 toa7?  37 I ka7 i kong2, Li2 tioh8 chin7 sim, chin7 seng3, chin7 i3 thiaN3 Chu2 li2 e5 Siong7-te3.  38 Chit e5 kai3 si7 toa7 e5, ia7 si7 thau5 chit8 e5.  39 Te7 ji7 e5 ia7 saN chhin-chhiuN7, si7 kong2, Li2 tioh8 thiaN3 chhu3-piN chhin-chhiuN7 ka-ki7.  40 Chit nng7 tiau5 kai3 si7 choan5 lut8-hoat kap sian-ti e5 chong2-kun-thau5.
	41 Hoat-li7-sai3 lang5 chu7-chip8 e5 si5 Ia5-sou mng7 in kong2,  42 Lun7 Ki-tok lin2 phah-sng3 chaiN2-iuN7?  I si7 chi7-chui7 e5 hou7-e3?  In ka7 I kong2, Si7 Tai7-pit8 e5.  43 I ka7 in kong2, An2-ni, chiu7 Tai7-pit8 hou7 Seng3 Sin5 kam2-tong7, chaiN2-iuN7 chheng I choe3 Chu2 ah, kong2,
	44 Chu2 ka7 goa2 e5 Chu2 kong2,
	Che7 goa2 e5 toa7 peng5,
	Theng3-hau7 goa2 chiong li2 chiah e5 tui3-tek8 he7 ti7 li2 e5 kha-e7?
45 Tai7-pit8 ki3-jian5 chheng I choe3 Chu2, chiu7 Ki-tok chaiN2-iuN7 choe3 I e5 hou7-e3 ah?  46 Bo5 lang5 oe7 in3 I chit8 ku3; tui3 hit jit8 ia7 bo5 lang5 kaN2 koh mng7 I.

23	Hit si5 Ia5-sou ka7 cheng3 lang5 kap I e5 hak8-seng kong2,  2 Keng-hak8-su7 kap Hoat-li7-sai3 lang5 che7 Mou5-se e5 ui7.  3 Sou2-i2 kiN3-na7 in sou2 ka7 lin2 kong2 e5, long2 tioh8 kiaN5 lai5 siu2 i; chong2-si7 boh8-tit chiau3 in e5 sou2 choe3 lai5 kiaN5; in-ui7 in u7 kong2, ia7 bo5 kiaN5.  4 In eng7 tang7 koh oh taN e5 taN3 pak8 lai5 he7 ti7 lang5 e5 keng-thau5 teng2, na7-si7 in ka-ki7 m7 kheng2 eng7 chit8 ki chng2-thau5-a2 tin2-tang7 i.  5 In it-chhe3 e5 sou2 choe3, long2 si7 beh hou7 lang5 khoaN3 chiah choe3; in-ui7 in e5 poe7-keng choe3 khah khoah, saN-a2-ku e5 chhiu choe3 khah tng5.  6 Ai3 ian5-toh-nih8 che7 toa7 ui7, hoe7-tng5 lai7 che7 koaiN5 ui7,  7 koe-chhi7-nih8 hou7 lang5 chheng2-an, ia7 hou7 lang5 chheng-hou in Liap8-pi2.  8 Na7-si7 lin2 boh8-tit hou7 lang5 chheng choe3 Liap8-pi2; in-ui7 lin2 e5 sian-siN si7 chit8 e5, lin2 long2 si7 hiaN-ti7.  9 Ti7 toe7-nih8 ia7 boh8-tit chheng lang5 choe3 pe7; in-ui7 lin2 e5 Pe7 si7 chit8 e5, chiu7-si7 ti7 thiN-nih8 e5.  10 Ia7 boh8-tit hou7 lang5 chheng choe3 sian-siN; in-ui7 lin2 e5 sian-siN si7 chit8 e5, chiu7-si7 Ki-tok.  11 Na7-si7 lin2 tiong-kan choe3 toa7 e5, beh choe3 lin2 e5 chhe-eng7.  12 Hoan7-na7 chu7-ko e5, beh hou7 i pi-bi5; ka-ki7 pi-bi5 e5, beh ko-seng i.
	13 Lin2 ke2-ho2 e5 keng-hak8-su7 kap Hoat-li7-sai3 lang5, u7 chai-e7 ah!  in-ui7 lin2 ti7 lang5 e5 bin7-cheng5 koaiN-bat8 thian-kok; lin2 ka-ki7 bo5 jip8, teh-beh jip8 e5 lang5, lin2 ia7 m7 chun2 in jip8.
	15 Lin2 ke2-ho2 e5 keng-hak8-su7 kap Hoat-li7-sai3 lang5, u7 chai-e7 ah! in-ui7 lin2 pian3 kiaN5 chui2-lou7 liok8-lou7, hou7 chit8 lang5 jip8 kau3; ki3-jian5 jip8, chiu7 hou7 i choe3 te7-gek8 e5 lang5, pi2 lin2 ka-pe7.  16 Lin2 chhiN-mi5 choe3 chhoa7-thau5 e5, u7 chai-e7 ah! lin2 kong2, KiN3-na7 ki2 tian7 lai5 chiu3-choa7 e5, bo5 su7; tok8-tok8 kiN3-na7 ki2 tian7-nih8 e5 kim lai5 chiu3-choa7 e5, chiu7 tioh8 siu2 i.  17 Lin2 gong7 koh chhiN-mi5; in-ui7 ta2-loh8 chit8 hang7 khah toa7, si7 kim, a2-si7 hou7 kim chiaN5 seng3 e5 tian7 ah?  18 Lin2 iah8 kong2 KiN3-na7 ki2 toaN5 lai5 chiu3-choa7 e5, bo5 su7; tok8-tok8 kiN3-na7 ki2 toaN5-teng2 e5 le2-mih8 lai5 chiu3-choa7 e5, chiu7 tioh8 siu2 i.  19 Lin2 chhiN-mi5 ah; in-ui7 ta2-loh8 chit8 hang7 khah toa7, si7 le2-mih8 a2-si7 hou7 le2-mih8 chiaN5 seng3 e5 toaN5?  20 Sou2-i2 lang5 ki2 toaN5 lai5 chiu3-choa7, si7 ki2 toaN5 kap kiN3-na7 ti7 i teng2-bin7 e5, lai5 chiu3-choa7.  21 Lang5 ki2 tian7 lai5 chiu3-choa7, si7 ki2 tian7 kap tiam3 ti7 hit lai7-bin7 e5 lai5 chiu3-choa7.  22 Lang5 ki2 thiN lai5 chiu3-choa7, si7 ki2 Siong7-te3 e5 cho7-ui7 kap che7 ti7 hit teng2-bin7 e5, lai5 chiu3-choa7.
	23 Lin2 ke2-ho2 e5 keng-hak8-su7 kap Hoat-li7-sai3 lang5, u7 chai-e7 ah!  in-ui7 lin2 chiong pok8-ho5, poeh-kak, ma2-khun5, chap8 hun7 thiu chit8 hun7; na7-si7 lut8-hoat e5 khah tui3-tiong7 e5, chiu7-si7 kong-gi7, lin5-bin2 kap sin3-sit8, lin2 chiu7 pang3-sak; chong2-si7 chiah-e5 si7 eng-kai tioh8 kiaN5 e5, hiah-e5 ia7 si7 m7 thang pang3-sak.  24 Lin2 chhiN-mi5 choe3 chhoa7-thau5 e5, bang2-a2 chiu7 lu7-khi2-lai5, lok8-to5 chiu7 thun-loh8-khi3.
	25 Lin2 ke2-ho2 e5 keng-hak8-su7 kap Hoat-li7-sai3 lang5, u7 chai-e7 ah!  in-ui7 lin2 chheng-khi3 poe-poaN5 e5 goa7-bin7, na7-si7 hit lai7-bin7 toe2 lek8-sek kap hong3-tong7 moa2-moa2.  26 Li2 chhiN-mi5 e5 Hoat-li7-sai3 lang5 ah, tai7-seng chheng-khi3 poe-poaN5 e5 lai7-bin7, hou7 i e5 goa7-bin7 iah8 oe7 chheng-khi3.
	27 Lin2 ke2-ho2 e5 keng-hak8-su7 kap Hoat-li7-sai3 lang5, u7 chai-e7 ah!  in-ui7 lin2 chhin-chhiuN7 hun2 peh8 e5 bong7, goa7-bin7 khoaN3 si7 sui2, na7-si7 lai7-bin7 toe2 si2-lang5 e5 kut-thau5 kap tak8 hang7 e5 u3-oe3 moa2-moa2.  28 An2-ni, lin2 goa7-bin7 hou7 lang5 khoaN3 si7 gi7, na7-si7 lai7-bin7 chiu7 ke2-ho2 kap put-hoat moa2-moa2.
	29 Lin2 ke2-ho2 e5 keng-hak8-su7 kap Hoat-li7-sai3 lang5, u7 chai-e7 ah!  in-ui7 lin2 chhong3 sian-ti lang5 e5 bong7, siu-cheng2 gi7 lang5 e5 hun5-bong7;  30 iah8 kong2, Siat-su2 goan2 ti7 goan2 chou2 e5 si5, chiu7 bo5 kap in u7 hun7 ti7 lau5 sian-ti lang5 e5 huih.  31 An2-ni, lin2 ka-ki7 kan-cheng3 si7 choe3 thai5 sian-ti lang5 e5 e5 hou7-e3.  32 Choe3 lin2 khi3 moa2 lin2 chou2 e5 hun7-liong7.  33 Choa5 ah! tok8-thang5 e5 lui7 ah! lin2 thai2 oe7 to5-siam2 te7-gek8 e5 heng5-hoat8?  34 Sou2-i2 goa2 chhe sian-ti ti3-sek e5 lang5, keng-hak8-su7 chiu7-kun7 lin2; u7-e5 lin2 beh thai5 i, beh teng3 i ti7 sip8-ji7-ke3; ia7 u7-e5 beh ti7 lin2 e5 hoe7-tng5 eng7 piN phah i, tui3 chit e5 siaN5 koaN2-tiok8 in kau3 hit e5 siaN5.  35 Ti3-kau3 toe7-chiuN7 sou2 lau5 gi7 lang5 e5 huih, long2 kui ti7 lin2, chiu7-si7 tui3 gi7 lang5 A-pek e5 huih kau3 Pa-liap8-ka e5 kiaN2 Sat-ka-li7-a e5 huih, i si7 lin2 sou2 thai5 ti7 tian7 kap toaN5 e5 tiong-kan e5.  36 Goa2 sit8-chai7 ka7 lin2 kong2, Chiah e5 su7 long2 beh kui ti7 chit tai7.
	37 Ia5-lou7-sat-leng2 ah! Ia5-lou7-sat-leng2 ah! chiu7-si7 thai5-si2 sian-ti lang5, eng7 chioh8-thau5 tim3 hong7-chhe kau3 ti7 i e5; goa2 joa7 choe7 pai2 ai3 chu7-chip8 li2 e5 kiaN2-ji5, chhin-chhiuN7 koe-bu2 chu7-chip8 i e5 koe-a2 ti7 sit8-e7; na7-si7 lin2 m7 ai3.  38 Li2 khoaN3!  lin2 e5 chhu3 beh pha-hng, lau5-teh hou7 lin2.  39 In-ui7 goa2 ka7 lin2 kong2, TaN liau2-au7, lin2 bo5 khoaN3-kiN3 goa2; theng3-hau7 lin2 kong2, Ti7 Chu2 e5 mia5 lai5 e5, tit-tioh8 hok-khi3.

24	Ia5-sou chhut tian7, tu2 teh kiaN5, I e5 hak8-seng chiu7-kun7 I, eng7 tian7-tng5 hiah e5 chhu3 po3 I khoaN3.  2 Na7-si7 I in3 kong2, Lin2 bo5 khoaN3-kiN3 chiah e5 mah? goa2 sit8-chai7 ka7 lin2 kong2, Ti7 chia beh bo5 chit8 te3 chioh8 lau5 ti7 chioh8 teng2, ia7 bo5 chhia-loh8-khi3.
	3 Ia5-sou che7 ti7 KaN-na2 soaN e5 si5 hak8-seng su-khia chiu7-kun7 I kong2, ChhiaN2 ka7 goan2 kong2, ti7-si5 u7 chiah e5 tai7-chi3? ia7 li2 koh lai5, kap se3-kai3 e5 kiat-kiok8 u7 sim2-mih8 tiau7-thau5?  4 Ia5-sou in3 kong2, Tioh8 kin2-sin7, boh8-tit hou7 lang5 be5-hek8.  5 In-ui7 beh u7 choe7-choe7 lang5 ti7 goa2 e5 mia5 lai5, kong2, Goa2 si7 Ki-tok, lai5 be5-hek8 choe7-choe7 lang5.  6 Lin2 beh thiaN-kiN3 kau-chian3 kap kau-chian3 e5 hong-siaN, kin2-sin7 boh8-tit kiaN; in-ui7 chiah-e5 tek-khak u7, chong2-si7 boat8-ki5 iau2-be7 kau3.  7 In-ui7 peh-siN3 beh khi2-lai5 kong-kek peh-siN3, kok beh khi2-lai5 kong-kek kok; choe7-choe7 sou2-chai7 beh u7 ki-hng, toe7-tang7.  8 Chiah-e5 long2 si7 khou2-thang3 e5 khi2-thau5.  9 Hit si5 lang5 beh kau-hu3 lin2 ti7 hoan7-lan7, thai5-si2 lin2.  Lin2 in-ui7 goa2 e5 mia5 beh hou7 ban7 pang oan3-hun7.  10 Ia7 hit si5 choe7-choe7 lang5 beh siu7 that-gai7, saN ke3-sang3, saN oan3-hun7.  11 Koh u7 choe7-choe7 ke2 sian-ti beh khi2-lai5 be5-hek8 choe7-choe7 lang5.  12 In-ui7 put-hoat toa7-toa7 ke-thiN, choe7-choe7 lang5 e5 thiaN3 chiam7-chiam7 leng2-tam7.  13 Tok8-tok8 thun-lun2 kau3 lou7-be2 e5, i oe7 tit-tioh8 kiu3.  14 Chit e5 thian-kok e5 hok-im beh thoan5 kau3 thong thiN-e7, choe3 kan-cheng3 ti7 ban7 pang; hit si5 boat8-ki5 chiu7 kau3.
	15 Sou2-i2 lin2 khoaN3-kiN3 cha2 thok sian-ti Tan3-i2-li2 sou2 kong2, hit e5 chan5-hai7 kho2-ouN3 e5 khia7 ti7 seng3 e5 sou2-chai7, (thak8 e5 lang5 tioh8 hiau2-ngou7),  16 hit si5 ti7 Iu5-thai3 e5 tioh8 chau2-khi3 soaN-nih8;  17 ti7 chhu3-teng2 e5 boh8-tit loh8-lai5 theh8 i ke-lai7 e5 mih8;  18 ti7 hng5-nih8 e5 boh8-tit to3-khi3 hiahN i e5 saN.  19 Tng hiah e5 jit8, u7 sin-in7 kap hou7 eN-a2 chiah8 lin e5 hu7-jin5-lang5 u7 chai-e7 ah!  20 Lin2 tioh8 ki5-to2, bian2-tit lin2 e5 to5-chau2 ti7 tang-thiN si5, a2-si7 an-hioh-jit8.  21 In-ui7 hit si5 beh u7 toa7 hoan7-lan7, tui3 se3-kan e5 khi2-thau5 kau3 taN be7 bat u7 an2-ni; au7-lai5 ia7 koat-toan3 bo5.  22 Na7 bo5 kiam2-chio2 hiah e5 jit8, chiu7 hoan7 u7 jiok8-the2 e5 bo5 chit8-e5 tit kiu3, tok8-tok8 ui7-tioh8 keng2 e5 peh-siN3, hiah e5 jit8 beh kiam2-chio2.  23 Hit si5 na7 u7 lang5 ka7 lin2 kong2, Li2 khoaN3, Ki-tok ti7 chia, a2-si7 kong2, Ti7 hia, lin2 boh8-tit sin3.  24 In-ui7 beh u7 ke2 Ki-tok, ke2 sian-ti khi2-lai5 kiaN5 toa7 e5 sin5-jiah kap tiau7-thau5; beh si7 oe7, lian5 keng2 e5 peh-siN3 ia7 be5-hek8 i.  25 Goa2 i2-keng tai7-seng ka7 lin2 kong2.  26 Sou2-i2 lang5 na7 ka7 lin2 kong2, Li2 khoaN3, I si7 ti7 khong3-ia2, lin2 boh8-tit chhut-khi3; a2-si7 kong2, Li2 khoaN3, I si7 ti7 bat8 chhu3, lin2 boh8-tit sin3.  27 In-ui7 chhin-chhiuN7 sih-na3 tui3 tang-si3 teh sih, na3 kau3 sai-si3, Jin5-chu2 e5 koh lai5 ia7 beh an2-ni.  28 Sin-si na7 ti7 hia, eng-chiau2 ia7 beh chu7-chip8 ti7 hia.
	29 Tu2-tu2 chiah e5 jit8 e5 hoan7-lan7 liau2-au7, jit8 beh ou-am3, geh8 bo5 chhut kng, chhiN tui3 thiN ka-lauh8, thiN-siong7 tin2-tang7.  30 Hit si5 Jin5-chu2 e5 tiau7-thau5 beh chhut-hian7 ti7 thiN-nih8; ti7 toe7-nih8 chiah e5 chok8-lui7 long2 beh thi5-khau3, ia7 beh khoaN3-kiN3 Jin5-chu2 eng7 koan5-leng5 kap toa7 eng5-kng che7 thiN e5 hun5 lim5-kau3.  31 I beh chhe I e5 thiN-sai3, eng7 ho7-thau5 hiang2-liang7 e5 siaN, in beh tui3 si3-hng chit peng5 e5 thiN-piN kau3 hit peng5 e5 thiN-piN, chu7-chip8 I sou2 keng2 e5 peh-siN3.
	32 Lin2 tioh8 tui3 bu5-hoa-ko2 chhiu7 chhu2 phi3-ju7; tng i ki nng2 hioh8 hoat e5 si5, chiu7 chai he7-thiN kun7 lah.  33 An2-ni, lin2 khoaN3 long2-chong2 chiah e5 su7, chiu7 chai i2-keng kun7, kau3 mng5-khau2 lah.  34 Goa2 sit8-chai7 ka7 lin2 kong2, Chit se3-tai7 koat-toan3 be7 ke3-khi3, kau3 chiah e5 tai7-chi3 long2 chiaN5.  35 ThiN kap toe7 beh hoe3-bo5, goa2 e5 oe7 boe7 hoe3-bo5.  36 Na7-si7 lun7 hit jit8 hit si5 lang5 m7 chai, thiN-sai3 ia7 m7 chai, KiaN2 ia7 m7 chai, tok8-tok8 Pe7 chai na7-tiaN7.  37 Koh chhin-chhiuN7 Na2-a e5 jit8, Jin5-chu2 e5 koh lai5 ia7 beh an2-ni.  38 In-ui7 toa7 chui2 e5 tai7-seng hiah e5 jit8, lang5 teh lim-chiah8, ke3-chhoa7, kau3 Na2-a jip8 toa7 chun5 e5 jit8,  39 in keng3-jian5 m7 chai, kau3 toa7 chui2 kau3, it-chin7 biat8 in, Jin5-chu2 e5 koh lai5 ia7 beh an2-ni.  40 Hit si5 beh u7 nng7 lang5 ti7 hng5-nih8, chit8-e5 chhu2-khi3, chit8-e5 pang3-teh.  41 Nng7 e5 hu7-jin5-lang5 oe bo7, chit8-e5 chhu2-khi3, chit8-e5 pang3-teh.  42 Sou2-i2 tioh8 tiuN-ti5, in-ui7 lin2 m7 chai lin2 e5 Chu2 sim2-mih8 jit8 beh lai5.  43 Ke-chu2 na7 chai chhat8 sim2-mih8 kiN beh kau3, i chiu7 tiuN-ti5, bo5 iong5-un2 lang5 iah khang i e5 chhu3, che si7 lin2 sou2 chai.  44 Sou2-i2 lin2 iah8 tioh8 pi7-pan7 pian7;  in-ui7 lin2 bo5 phah-sng3 e5 si5, Jin5-chu2 lai5 lah.  45 Chi7-chui7 si7 chin7-tiong ti3-hui7 e5 lou5-pok8, chu2-lang5 sou2 siat-lip8 lai5 koan2 i ke-lai7 e5 lang5, thang chiau3 si5 pun bi2-niu5 hou7 in.  46 Chu2-lang5 lai5, tu2-tioh8 i an2-ni kiaN5, hit e5 lou5-pok8 u7 hok-khi3.  47 Goa2 sit8-chai7 ka7 lin2 kong2, chu2-lang5 beh siat-lip8 i lai5 koan2 i it-chhe3 sou2 u7 e5.  48 Tok8-tok8 hit e5 phaiN2 e5 lou5-pok8, na7 sim-lai7 kong2, Goa2 e5 chu2-lang5 teh ian5-chhian5;  49 chiu7 phah hiah-e5 kap i tang5 choe3 lou5-pok8 e5, koh kap chui3-han3 saN-kap lim-chiah8,  50 chiu7 ti7 bo5 phai3-phe e5 jit8, m7 chai e5 si5, hit e5 lou5-pok8 e5 chu2-lang5 beh kau3.  51 tang7-tang7 heng5-hoat8 i, chhu2-ti7 i kap ke2-ho2 e5 lang5 piN5-teng2, ti7 hia beh u7 thi5-khau3 ka7-ge5 chhiat-chhi2.

25	 Hit si5, thian-kok beh pi2-pheng7 chap8 e5 chai7-sek-lu2, kiah8 in e5 teng, chhut-khi3 ngia5-chih sin-kiaN2-sai3.  2 Ki5-tiong gou7-e5 gong7 e5, gou7 -e5 ti3-sek e5.  3 Gong7 e5 kiah8 in e5 teng, bo5 leng7-goa7 toa3 iu5.  4 Tok8-tok8 ti3-sek e5 kiah8 in e5 teng leng7-goa7 toa3 iu5 ti7 in e5 khi3-ku7 lai7.  5 Sin-kiaN2-sai3 ian5-chhian5, chiu7 long2 tuh-ka-che7 teh khun3.  6 PoaN3 mi5, u7 toa7 siaN kio3 kong2, Sin-kiaN2-sai3 lai5 lah; lin2 chhut-lai5 chih i.  7 Hit si5 chiah e5 chai7-sek-lu2 long2 khi2-lai5, siu-cheng2 in e5 teng.  8 Gong7 e5 ka7 ti3-sek e5 kong2, chhiaN2 chiong lin2 e5 iu5 pun goan2, in-ui7 goan2 e5 teng beh hoa lah.  9 Ti3-sek e5 in3 kong2, KiaN-liau2 lin2 goan2 long2 bo5 kau3; khah ho2 khi3 tui3 boe7 e5 lang5 ka-ki7 boe2.  10 Khi3 boe2 e5 si5, sin-kiaN2-sai3 kau3, hiah e5 pian7-e5 kap i jip8 hun-in e5 ian5-toh;  mng5 chiu7 koaiN.  11 Jian5-au7 ki5-u5 e5 chai7-sek-lu2 iah8 lai5, kong2, Chu2 ah, Chu2 ah, ka7 goan2 khui.  12 Na7-si7 i in3 kong2, Goa2 sit8-chai7 ka7 lin2 kong2, Goa2 m7 bat lin2.  13 Sou2-i2 tioh8 tiuN-ti5, in-ui7 lin2 m7 chai hit e5 jit8, hit e5 si5.
